0	41.334999999999994
1	33.38419999999999
10	36.8913
11	35.7839
12	33.4726
13	37.951200000000014
14	34.862300000000005
15	38.2885
16	35.7548
17	36.35510000000001
18	32.41940000000002
19	40.061200000000014
2	40.08959999999999
20	34.647800000000004
21	36.179899999999996
22	43.39589999999999
23	39.09289999999998
24	37.56889999999999
25	39.7309
26	32.87409999999999
27	37.828999999999986
28	34.24749999999999
29	33.9397
3	37.46070000000001
30	33.987700000000004
31	38.567
32	36.3216
33	35.547100000000015
34	39.275299999999994
35	42.6213
36	36.373100000000015
37	34.934099999999994
38	38.40350000000001
39	41.203399999999995
4	34.664500000000004
40	37.9652
41	45.06039999999999
42	41.579400000000014
43	34.811600000000006
44	41.28769999999999
45	33.97619999999999
46	43.74180000000001
47	37.98
48	42.65400000000002
49	36.6198
5	36.37329999999999
6	36.605199999999996
7	44.58259999999999
8	36.707300000000004
9	36.6849
