0	32.50306359406758
1	32.63695020004167
10	33.50738278812596
11	30.225822863736873
12	32.38229826988811
13	32.7721820842006
14	31.072866197214584
15	33.53778151204995
16	32.98217850536865
17	32.5927346350379
18	29.847955635855527
19	32.20034407518029
2	33.51743862290196
20	29.2432239187132
21	31.73963467007771
22	31.11643058241097
23	33.66494103054396
24	31.07394660789
25	31.866103843896596
26	30.940329542362676
27	35.49134653686726
28	33.24624782964239
29	33.04527758863587
3	32.902737523039
30	31.924568747439665
31	32.15262706218576
32	30.51260967927849
33	31.83829201747478
34	32.07725815761065
35	33.49344266136283
36	32.504863565165174
37	31.631766219893596
38	32.81899816798189
39	32.83728960252352
4	31.012449576742544
40	33.634489872153566
41	33.856379957697776
42	33.197901946357995
43	32.49552605267378
44	33.22622223049139
45	32.28753458472791
46	33.88069309739695
47	33.01323477031598
48	33.128388551210904
49	34.47242332589922
5	35.052991115024696
6	32.49047471121346
7	33.04806492428868
8	33.197346154625095
9	33.16715789738395
