0	1056.449143000001
1	1065.1705183599997
10	1122.74470131
11	913.6003677899987
12	1048.6132412399984
13	1074.015918559999
14	965.5230137100008
15	1124.7827887499998
16	1087.8240989600017
17	1062.286350989999
18	890.9004556399997
19	1036.8621585599985
2	1123.41869184
20	855.1661451599997
21	1007.404408989999
22	968.2322521900007
23	1133.328254590002
24	965.5901577899984
25	1015.4485741900014
26	957.3039921900006
27	1259.6356789999998
28	1105.3129947500015
29	1091.9903709100001
3	1082.5901365099987
30	1019.1780897100015
31	1033.7914269999999
32	931.0193494399995
33	1013.6768385899985
34	1028.950490909999
35	1121.8107013099993
36	1056.5661553900022
37	1000.5686341900016
38	1077.0866407499987
39	1078.2875884399991
4	961.7720287499988
40	1131.278908960001
41	1146.2544638399997
42	1102.1006936399997
43	1055.9592134400007
44	1103.98184371
45	1042.484889560001
46	1147.9013647600013
47	1089.8736700000002
48	1097.4901280000015
49	1188.3479699600007
5	1228.7121861100004
6	1055.6309469600014
7	1092.17459524
8	1102.0637917100014
9	1100.0603629899986
